"s0","n0","nparts","nunique","max_draws","log_nparts","log_nunique"
13,4231,"12091224984379339460864295",5000,5000,57.7545222134668,8.51719319141624
16,4231,"109343250880594012146931199649",5000,5000,66.8642895357152,8.51719319141624
21,4231,"42173597139234298771026539464472294",5000,5000,79.7271024338307,8.51719319141624
26,4231,"1731078947458474492471194065175573117350",5000,5000,90.3495635099279,8.51719319141624
34,4231,"1308188657659649675251221624452161709653141338",5000,5000,103.884972661051,8.51719319141624
4,5432,"1113670149",5000,5000,20.8309268385561,8.51719319141624
6,5432,"54964477688959",5000,5000,31.6377082323027,8.51719319141624
10,5432,"3218599618575211847371",5000,5000,49.5232333167708,8.51719319141624
16,5432,"4458137389859236434723215415878",5000,5000,70.5722838430314,8.51719319141624
26,5432,"741902193683755948220856767567608704651566",5000,5000,96.4100360468045,8.51719319141624
2,6975,"3487",2645,5000,8.15679704667565,7.8804263442924
3,6975,"4054219",4996,5000,15.2152686252553,8.51639287124547
4,6975,"2357527767",5000,5000,21.5808793505573,8.51719319141624
5,6975,"823012909820",5000,5000,27.4362377237945,8.51719319141624
6,6975,"191693390669238",5000,5000,32.886918287917,8.51719319141624
8,6975,"3992184788487891185",5000,5000,42.8308703209721,8.51719319141624
10,6975,"30349808189284795372597",5000,5000,51.7670771504028,8.51719319141624
13,6975,"4700024886767873590820267765",5000,5000,63.7173653145982,8.51719319141624
